lat,lon,index_right,featurecla,scalerank,min_zoom
-8.605542851897694,114.44202227343924,0,Land,0.0,0.0
-8.613373132004519,114.44656493186942,0,Land,0.0,0.0
-8.6133730246473,114.45564987522611,0,Land,0.0,0.0
-8.621203408903718,114.44202255365174,0,Land,0.0,0.0
-8.621203301447473,114.45110768393428,0,Land,0.0,0.0
-8.621203193991231,114.46019281421424,0,Land,0.0,0.0
-8.629033682592489,114.44656539944845,0,Land,0.0,0.0
-8.629033575037216,114.45565071683308,0,Land,0.0,0.0
-8.629033467481944,114.46473603421516,0,Land,0.0,0.0
-8.629033359926673,114.47382135159464,0,Land,0.0,0.0
-8.629033252371404,114.48290666897158,0,Land,0.0,0.0
-8.629033144816136,114.49199198634594,0,Land,0.0,0.0
-8.629033037260868,114.50107730371772,0,Land,0.0,0.0
-8.629032929705604,114.51016262108692,0,Land,0.0,0.0
-8.636863953068028,114.44202283439306,0,Land,0.0,0.0
-8.636863845413718,114.45110833905608,0,Land,0.0,0.0
-8.636863737759409,114.46019384371655,0,Land,0.0,0.0
-8.636863630105104,114.46927934837444,0,Land,0.0,0.0
-8.636863522450799,114.47836485302976,0,Land,0.0,0.0
-8.636863414796496,114.48745035768248,0,Land,0.0,0.0
-8.636863307142193,114.49653586233264,0,Land,0.0,0.0
-8.636863199487891,114.50562136698024,0,Land,0.0,0.0
-8.636863091833591,114.51470687162524,0,Land,0.0,0.0
-8.644694220327533,114.44656586790887,0,Land,0.0,0.0
-8.644694112574184,114.45565156002664,0,Land,0.0,0.0
-8.644694004820838,114.4647372521418,0,Land,0.0,0.0
-8.644693897067492,114.47382294425438,0,Land,0.0,0.0
-8.64469378931415,114.4829086363644,0,Land,0.0,0.0
-8.644693681560808,114.4919943284718,0,Land,0.0,0.0
-8.644693573807466,114.50108002057664,0,Land,0.0,0.0
-8.644693466054127,114.5101657126789,0,Land,0.0,0.0
-8.64469335830079,114.51925140477856,0,Land,0.0,0.0
-8.644693250547453,114.52833709687567,0,Land,0.0,0.0
-8.6525244843682,114.44202311566328,0,Land,0.0,0.0
-8.652524376515814,114.45110899541204,0,Land,0.0,0.0
-8.652524268663427,114.46019487515822,0,Land,0.0,0.0
-8.652524160811042,114.46928075490182,0,Land,0.0,0.0
-8.652524052958656,114.47836663464284,0,Land,0.0,0.0
-8.652523945106275,114.48745251438127,0,Land,0.0,0.0
-8.652523837253892,114.49653839411712,0,Land,0.0,0.0
-8.652523729401508,114.5056242738504,0,Land,0.0,0.0
-8.652523621549129,114.51471015358106,0,Land,0.0,0.0
-8.65252351369675,114.52379603330915,0,Land,0.0,0.0
-8.652523405844375,114.53288191303466,0,Land,0.0,0.0
-8.652523297992001,114.54196779275756,0,Land,0.0,0.0
-8.652523190139627,114.5510536724779,0,Land,0.0,0.0
-8.660354745187224,114.446566337251,0,Land,0.0,0.0
-8.660354637235788,114.45565240480714,0,Land,0.0,0.0
-8.660354529284353,114.4647384723607,0,Land,0.0,0.0
-8.66035442133292,114.47382453991166,0,Land,0.0,0.0
-8.660354313381488,114.48291060746004,0,Land,0.0,0.0
-8.660354205430057,114.4919966750058,0,Land,0.0,0.0
-8.660354097478628,114.501082742549,0,Land,0.0,0.0
-8.6603539895272,114.5101688100896,0,Land,0.0,0.0
-8.660353881575775,114.51925487762762,0,Land,0.0,0.0
-8.66035377362435,114.52834094516304,0,Land,0.0,0.0
-8.660353665672925,114.53742701269589,0,Land,0.0,0.0
-8.660353557721505,114.5465130802261,0,Land,0.0,0.0
-8.660353449770083,114.55559914775375,0,Land,0.0,0.0
-8.660353341818666,114.5646852152788,0,Land,0.0,0.0
-8.660353233867246,114.57377128280127,0,Land,0.0,0.0
-8.6681850027818,114.44202339746252,0,Land,0.0,0.0
-8.668184894731317,114.4511096530024,0,Land,0.0,0.0
-8.668184786680833,114.46019590853967,0,Land,0.0,0.0
-8.668184678630352,114.46928216407436,0,Land,0.0,0.0
-8.668184570579871,114.47836841960644,0,Land,0.0,0.0
-8.668184462529391,114.48745467513594,0,Land,0.0,0.0
-8.66818435447891,114.49654093066285,0,Land,0.0,0.0
-8.668184246428432,114.50562718618714,0,Land,0.0,0.0
-8.668184138377956,114.51471344170884,0,Land,0.0,0.0
-8.668184030327483,114.52379969722796,0,Land,0.0,0.0
-8.668183922277008,114.53288595274448,0,Land,0.0,0.0
-8.668183814226536,114.5419722082584,0,Land,0.0,0.0
-8.668183706176064,114.55105846376972,0,Land,0.0,0.0
-8.668183598125594,114.56014471927848,0,Land,0.0,0.0
-8.668183490075126,114.5692309747846,0,Land,0.0,0.0
-8.66818338202466,114.57831723028816,0,Land,0.0,0.0
-8.668183273974194,114.5874034857891,0,Land,0.0,0.0
-8.676015257149123,114.44656680747492,0,Land,0.0,0.0
-8.676015148999584,114.4556532511749,0,Land,0.0,0.0
-8.676015040850045,114.46473969487228,0,Land,0.0,0.0
-8.676014932700507,114.47382613856706,0,Land,0.0,0.0
-8.676014824550972,114.48291258225925,0,Land,0.0,0.0
-8.676014716401438,114.49199902594884,0,Land,0.0,0.0
-8.676014608251906,114.5010854696358,0,Land,0.0,0.0
-8.676014500102376,114.5101719133202,0,Land,0.0,0.0
-8.676014391952846,114.51925835700196,0,Land,0.0,0.0
-8.676014283803319,114.52834480068115,0,Land,0.0,0.0
-8.676014175653792,114.53743124435772,0,Land,0.0,0.0
-8.676014067504267,114.54651768803171,0,Land,0.0,0.0
-8.676013959354744,114.55560413170308,0,Land,0.0,0.0
-8.676013851205221,114.56469057537188,0,Land,0.0,0.0
-8.676013743055698,114.57377701903806,0,Land,0.0,0.0
-8.676013634906178,114.58286346270164,0,Land,0.0,0.0
-8.683845508286392,114.44202367979088,0,Land,0.0,0.0
-8.683845400037796,114.45111031182738,0,Land,0.0,0.0
-8.683845291789202,114.46019694386126,0,Land,0.0,0.0
-8.683845183540607,114.46928357589256,0,Land,0.0,0.0
-8.68384507529201,114.47837020792124,0,Land,0.0,0.0
-8.68384496704342,114.4874568399473,0,Land,0.0,0.0
-8.68384485879483,114.49654347197075,0,Land,0.0,0.0
-8.683844750546239,114.50563010399163,0,Land,0.0,0.0
-8.68384464229765,114.51471673600987,0,Land,0.0,0.0
-8.683844534049067,114.52380336802554,0,Land,0.0,0.0
-8.683844425800483,114.5328900000386,0,Land,0.0,0.0
-8.683844317551898,114.54197663204904,0,Land,0.0,0.0
-8.683844209303315,114.55106326405686,0,Land,0.0,0.0
-8.683844101054737,114.5601498960621,0,Land,0.0,0.0
-8.683843992806159,114.56923652806474,0,Land,0.0,0.0
-8.68384388455758,114.57832316006476,0,Land,0.0,0.0
-8.683843776309004,114.58740979206218,0,Land,0.0,0.0
-8.691675756190811,114.44656727858082,0,Land,0.0,0.0
-8.691675647843152,114.45565409913024,0,Land,0.0,0.0
-8.691675539495494,114.46474091967704,0,Land,0.0,0.0
-8.691675431147837,114.47382774022122,0,Land,0.0,0.0
-8.691675322800183,114.4829145607628,0,Land,0.0,0.0
-8.69167521445253,114.49200138130178,0,Land,0.0,0.0
-8.69167510610488,114.50108820183814,0,Land,0.0,0.0
-8.691674997757229,114.5101750223719,0,Land,0.0,0.0
-8.69167488940958,114.51926184290303,0,Land,0.0,0.0
-8.691674781061932,114.52834866343156,0,Land,0.0,0.0
-8.691674672714285,114.5374354839575,0,Land,0.0,0.0
-8.691674564366641,114.54652230448082,0,Land,0.0,0.0
-8.691674456018998,114.55560912500152,0,Land,0.0,0.0
-8.691674347671357,114.56469594551962,0,Land,0.0,0.0
-8.691674239323717,114.57378276603512,0,Land,0.0,0.0
-8.69167413097608,114.582869586548,0,Land,0.0,0.0
-8.699506000859563,114.4420239626485,0,Land,0.0,0.0
-8.699505892412837,114.45111097188727,0,Land,0.0,0.0
-8.699505783966114,114.46019798112344,0,Land,0.0,0.0
-8.69950567551939,114.46928499035695,0,Land,0.0,0.0
-8.69950556707267,114.47837199958788,0,Land,0.0,0.0
-8.699505458625952,114.4874590088162,0,Land,0.0,0.0
-8.699505350179233,114.4965460180419,0,Land,0.0,0.0
-8.699505241732517,114.50563302726498,0,Land,0.0,0.0
-8.699505133285802,114.51472003648544,0,Land,0.0,0.0
-8.69950502483909,114.5238070457033,0,Land,0.0,0.0
-8.699504916392375,114.53289405491851,0,Land,0.0,0.0
-8.699504807945663,114.54198106413116,0,Land,0.0,0.0
-8.699504699498952,114.55106807334116,0,Land,0.0,0.0
-8.699504591052241,114.56015508254856,0,Land,0.0,0.0
-8.699504482605533,114.56924209175332,0,Land,0.0,0.0
-8.699504374158826,114.57832910095549,0,Land,0.0,0.0
-8.699504265712122,114.58741611015505,0,Land,0.0,0.0
-8.707336242289859,114.44656775056887,0,Land,0.0,0.0
-8.707336133744064,114.45565494867344,0,Land,0.0,0.0
-8.707336025198273,114.4647421467754,0,Land,0.0,0.0
-8.707335916652479,114.47382934487472,0,Land,0.0,0.0
-8.707335808106691,114.48291654297142,0,Land,0.0,0.0
-8.707335699560902,114.49200374106552,0,Land,0.0,0.0
-8.707335591015115,114.50109093915698,0,Land,0.0,0.0
-8.707335482469329,114.51017813724584,0,Land,0.0,0.0
-8.707335373923543,114.51926533533208,0,Land,0.0,0.0
-8.70733526537776,114.52835253341568,0,Land,0.0,0.0
-8.707335156831977,114.53743973149666,0,Land,0.0,0.0
-8.707335048286195,114.54652692957504,0,Land,0.0,0.0
-8.707334939740418,114.55561412765078,0,Land,0.0,0.0
-8.707334831194638,114.56470132572392,0,Land,0.0,0.0
-8.70733472264886,114.57378852379443,0,Land,0.0,0.0
-8.707334614103083,114.58287572186234,0,Land,0.0,0.0
-8.715166480478885,114.44202424603544,0,Land,0.0,0.0
-8.715166371834016,114.45111163318228,0,Land,0.0,0.0
-8.715166263189152,114.4601990203265,0,Land,0.0,0.0
-8.715166154544287,114.46928640746808,0,Land,0.0,0.0
-8.715166045899423,114.47837379460704,0,Land,0.0,0.0
-8.715165937254557,114.4874611817434,0,Land,0.0,0.0
-8.715165828609695,114.49654856887712,0,Land,0.0,0.0
-8.715165719964837,114.5056359560082,0,Land,0.0,0.0
-8.71516561131998,114.51472334313668,0,Land,0.0,0.0
-8.715165502675124,114.52381073026253,0,Land,0.0,0.0
-8.715165394030265,114.53289811738574,0,Land,0.0,0.0
-8.71516528538541,114.54198550450634,0,Land,0.0,0.0
-8.715165176740555,114.55107289162432,0,Land,0.0,0.0
-8.715165068095704,114.56016027873966,0,Land,0.0,0.0
-8.715164959450856,114.5692476658524,0,Land,0.0,0.0
-8.715164850806008,114.57833505296249,0,Land,0.0,0.0
-8.715164742161162,114.58742244006996,0,Land,0.0,0.0
-8.722996715423847,114.4465682234393,0,Land,0.0,0.0
-8.722996606679901,114.45565579980487,0,Land,0.0,0.0
-8.722996497935954,114.46474337616785,0,Land,0.0,0.0
-8.72299638919201,114.47383095252816,0,Land,0.0,0.0
-8.722996280448067,114.48291852888588,0,Land,0.0,0.0
-8.722996171704127,114.49200610524096,0,Land,0.0,0.0
-8.722996062960187,114.5010936815934,0,Land,0.0,0.0
-8.72299595421625,114.5101812579432,0,Land,0.0,0.0
-8.722995845472314,114.5192688342904,0,Land,0.0,0.0
-8.722995736728379,114.52835641063494,0,Land,0.0,0.0
-8.722995627984446,114.53744398697688,0,Land,0.0,0.0
-8.722995519240516,114.54653156331617,0,Land,0.0,0.0
-8.722995410496585,114.55561913965283,0,Land,0.0,0.0
-8.722995301752656,114.56470671598689,0,Land,0.0,0.0
-8.722995193008728,114.57379429231828,0,Land,0.0,0.0
-8.7229950842648,114.58288186864706,0,Land,0.0,0.0
-8.730826947121944,114.44202452995184,0,Land,0.0,0.0
-8.730826838278915,114.45111229571268,0,Land,0.0,0.0
-8.730826729435886,114.46020006147091,0,Land,0.0,0.0
-8.730826620592863,114.4692878272265,0,Land,0.0,0.0
-8.730826511749838,114.47837559297945,0,Land,0.0,0.0
-8.730826402906816,114.48746335872976,0,Land,0.0,0.0
-8.730826294063792,114.49655112447743,0,Land,0.0,0.0
-8.73082618522077,114.5056388902225,0,Land,0.0,0.0
-8.73082607637775,114.51472665596492,0,Land,0.0,0.0
-8.730825967534733,114.5238144217047,0,Land,0.0,0.0
-8.73082585869172,114.53290218744183,0,Land,0.0,0.0
-8.730825749848707,114.54198995317635,0,Land,0.0,0.0
-8.730825641005692,114.55107771890825,0,Land,0.0,0.0
-8.730825532162678,114.5601654846375,0,Land,0.0,0.0
-8.730825423319668,114.56925325036411,0,Land,0.0,0.0
-8.73082531447666,114.57834101608807,0,Land,0.0,0.0
-8.730825205633653,114.58742878180944,0,Land,0.0,0.0
-8.738657175570369,114.44656869719226,0,Land,0.0,0.0
-8.738657066628253,114.4556566525249,0,Land,0.0,0.0
-8.73865695768614,114.46474460785488,0,Land,0.0,0.0
-8.738656848744029,114.47383256318224,0,Land,0.0,0.0
-8.738656739801922,114.48292051850696,0,Land,0.0,0.0
-8.738656630859817,114.49200847382905,0,Land,0.0,0.0
-8.738656521917711,114.50109642914848,0,Land,0.0,0.0
-8.738656412975608,114.51018438446528,0,Land,0.0,0.0
-8.738656304033505,114.51927233977943,0,Land,0.0,0.0
-8.738656195091401,114.52836029509096,0,Land,0.0,0.0
-8.738656086149302,114.53744825039983,0,Land,0.0,0.0
-8.7386559772072,114.54653620570608,0,Land,0.0,0.0
-8.738655868265099,114.5556241610097,0,Land,0.0,0.0
-8.738655759323004,114.56471211631067,0,Land,0.0,0.0
-8.738655650380908,114.573800071609,0,Land,0.0,0.0
-8.738655541438815,114.5828880269047,0,Land,0.0,0.0
-8.746487182683921,114.46020110455706,0,Land,0.0,0.0
-8.746487073642722,114.46928924963272,0,Land,0.0,0.0
-8.746486964601525,114.47837739470576,0,Land,0.0,0.0
-8.746486855560327,114.48746553977612,0,Land,0.0,0.0
-8.746486746519134,114.49655368484386,0,Land,0.0,0.0
-8.74648663747794,114.50564182990895,0,Land,0.0,0.0
-8.746486528436746,114.5147299749714,0,Land,0.0,0.0
-8.746486419395556,114.5238181200312,0,Land,0.0,0.0
-8.746486310354365,114.53290626508836,0,Land,0.0,0.0
-8.746486201313177,114.54199441014288,0,Land,0.0,0.0
-8.746486092271986,114.55108255519475,0,Land,0.0,0.0
-8.7464859832308,114.560170700244,0,Land,0.0,0.0
-8.746485874189617,114.5692588452906,0,Land,0.0,0.0
-8.746485765148432,114.57834699033454,0,Land,0.0,0.0
-8.74648565610725,114.58743513537584,0,Land,0.0,0.0
-8.754317077005545,114.4920108468306,0,Land,0.0,0.0
-8.754316967865257,114.5010991818232,0,Land,0.0,0.0
-8.75431685872497,114.51018751681312,0,Land,0.0,0.0
-8.754316749584682,114.51927585180044,0,Land,0.0,0.0
-8.754316640444396,114.52836418678508,0,Land,0.0,0.0
-8.754316531304111,114.53745252176708,0,Land,0.0,0.0
-8.754316422163832,114.54654085674642,0,Land,0.0,0.0
-8.754316313023551,114.55562919172311,0,Land,0.0,0.0
-8.75431620388327,114.56471752669717,0,Land,0.0,0.0
-8.754316094742993,114.57380586166856,0,Land,0.0,0.0
-8.754315985602718,114.58289419663733,0,Land,0.0,0.0
-8.76214696747451,114.51473330015742,0,Land,0.0,0.0
-8.762146858235127,114.52382182524347,0,Land,0.0,0.0
-8.762146748995747,114.53291035032689,0,Land,0.0,0.0
-8.762146639756367,114.54199887540764,0,Land,0.0,0.0
-8.762146530516988,114.55108740048574,0,Land,0.0,0.0
-8.762146421277611,114.56017592556118,0,Land,0.0,0.0
-8.762146312038237,114.56926445063398,0,Land,0.0,0.0
-8.762146202798863,114.57835297570412,0,Land,0.0,0.0
-8.762146093559492,114.5874415007716,0,Land,0.0,0.0
-8.76997696342648,114.53745680108018,0,Land,0.0,0.0
-8.769976854087998,114.54654551643894,0,Land,0.0,0.0
-8.769976744749517,114.55563423179504,0,Land,0.0,0.0
-8.76997663541104,114.56472294714848,0,Land,0.0,0.0
-8.769976526072565,114.57381166249928,0,Land,0.0,0.0
-8.769976416734089,114.5829003778474,0,Land,0.0,0.0
